symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
IKS,Inventurus Knowledge Solutions Limited,7(2),Nikhil Sharma,04-Jul-2025 11:36,1185117,,0,0,0,0,Equity Shares,1000,546579,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185117_1477154_04072025113605_WEB.xml,-,12000,0.01,1614000,Equity Shares,11000,0.01,30-Jun-2025,30-Jun-2025,03-Jul-2025,Market Sale,-,NSE,-
IKS,Inventurus Knowledge Solutions Limited,7(2),Nikhil Sharma,04-Jul-2025 11:36,1185117,,0,0,0,0,Equity Shares,7500,546580,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185117_1477154_04072025113605_WEB.xml,-,4500,0,562500,Equity Shares,12000,0.01,09-May-2025,09-May-2025,09-May-2025,ESOP,-,NA,-
VERTOZ,Vertoz Limited,7(2),Hirenkumar Rasiklal Shah,04-Jul-2025 11:26,1185115,,0,0,0,0,Equity Shares,8000000,546576,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185115_1477150_04072025112637_WEB.xml,Promoters,21960648,25.77,0,Equity Shares,21960648,25.77,-,-,03-Jul-2025,Pledge Creation,-,NSE,-
GRAVITA,Gravita India Limited,7(2),Manesh Kumar Jangir,04-Jul-2025 11:04,1185113,,0,0,0,0,Equity Shares,1000,546574,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185113_1477137_04072025110408_WEB.xml,-,6335,0.01,1868425,Equity Shares,5335,0.01,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Sale,-,NSE,-
AVANTEL,Avantel Limited,7(2),P Bala Bhaskar Rao,04-Jul-2025 09:43,1185111,,0,0,0,0,Equity Shares,15500,546572,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185111_1477107_04072025094345_WEB.xml,Employees/Designated Employees,114965,0.04,2594674,Equity Shares,99465,0.04,03-Jun-2025,30-Jun-2025,02-Jul-2025,Market Sale,-,NSE,-
RELTD,Ravindra Energy Limited,7(2),KHANDEPAR INVESTMENTS PRIVATE LIMITED,03-Jul-2025 22:08,1185109,,0,0,0,0,Equity Shares,5500000,546570,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185109_1477083_03072025100801_WEB.xml,Promoters,61870666,34.65,734250000,Equity Shares,61870666,34.65,27-Jun-2025,27-Jun-2025,01-Jul-2025,Pledge Creation,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Mahindra & Mahindra Employees' Stock Option Trust,03-Jul-2025 20:32,1185107,,0,0,0,0,Equity Shares,13122,546568,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185107_1477069_03072025083233_WEB.xml,Other,42544360,3.42,65490,Equity Shares,42531238,3.42,03-Jul-2025,03-Jul-2025,03-Jul-2025,ESOP,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Anoop Kachhara,03-Jul-2025 20:32,1185107,,0,0,0,0,Equity Shares,792,546567,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185107_1477069_03072025083233_WEB.xml,Employees/Designated Employees,600,0,2514402,Equity Shares,1392,0,03-Jul-2025,03-Jul-2025,03-Jul-2025,ESOP,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Amrita Agarwal,03-Jul-2025 20:32,1185107,,0,0,0,0,Equity Shares,2492,546566,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185107_1477069_03072025083233_WEB.xml,Employees/Designated Employees,1,0,7911477,Equity Shares,2493,0,03-Jul-2025,03-Jul-2025,03-Jul-2025,ESOP,-,NA,-
360ONE,360 ONE WAM LIMITED,7(2),Nikunj Kedia,03-Jul-2025 19:38,1185103,,0,0,0,0,Equity Shares,10000,546562,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185103_1477035_03072025073809_WEB.xml,Employees/Designated Employees,51948,0.01,12000000,Equity Shares,41948,0.01,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Sale,-,NSE,-
HCLTECH,HCL Technologies Limited,7(2),Priti Gupta,03-Jul-2025 19:32,1185102,,0,0,0,0,Equity Shares,160,546560,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185102_1477025_03072025073210_WEB.xml,Immediate relative,160,0,276000,Equity Shares,Nil,0,16-Jun-2025,16-Jun-2025,03-Jul-2025,Market Sale,-,NSE,-
HCLTECH,HCL Technologies Limited,7(2),Vimal Gupta,03-Jul-2025 19:32,1185102,,0,0,0,0,Equity Shares,500,546561,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185102_1477025_03072025073210_WEB.xml,-,500,0,870000,Equity Shares,Nil,0,20-Jun-2025,20-Jun-2025,03-Jul-2025,Market Sale,-,NSE,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,03-Jul-2025 19:19,1185100,,0,0,0,0,Equity Shares,3615,546556,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185100_1477013_03072025071910_WEB.xml,Other,2225599,0.81,35150,Equity Shares,2221984,0.81,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,03-Jul-2025 19:19,1185100,,0,0,0,0,Equity Shares,3115,546557,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185100_1477013_03072025071910_WEB.xml,Other,2221984,0.81,31150,Equity Shares,2218869,0.81,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,03-Jul-2025 19:19,1185100,,0,0,0,0,Equity Shares,3084,546555,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185100_1477013_03072025071910_WEB.xml,Other,2228683,0.81,30840,Equity Shares,2225599,0.81,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
INDOSTAR,IndoStar Capital Finance Limited,7(2),Priya Prasad,03-Jul-2025 19:12,1185097,,0,0,0,0,Equity Shares,950,546550,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185097_1477002_03072025071240_WEB.xml,-,2602,0,337487,Equity Shares,1652,0,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NSE,-
BAJAJFINSV,Bajaj Finserv Limited,7(2),Nirav Trust,03-Jul-2025 18:18,1185094,,0,0,0,0,Equity Shares,46000,546548,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185094_1476953_03072025061835_WEB.xml,Promoter Group,Nil,0,94500100,Equity Shares,46000,0,30-Jun-2025,30-Jun-2025,02-Jul-2025,Off Market,-,NA,-
BAJAJFINSV,Bajaj Finserv Limited,7(2),Nirav Trust,03-Jul-2025 18:18,1185094,,0,0,0,0,Equity Shares,46000,546547,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185094_1476953_03072025061835_WEB.xml,Promoter Group,46000,0,94500100,Equity Shares,Nil,0,30-Jun-2025,30-Jun-2025,02-Jul-2025,Off Market,-,NA,-
TRU,TruCap Finance Limited,7(2),Kishor Gangadas Mehta,03-Jul-2025 17:58,1185092,,0,0,0,0,Equity Shares,130000,546544,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185092_1476935_03072025055854_WEB.xml,Promoter Group,Nil,0,4267975,Equity Shares,130000,0.11,25-Sep-2024,25-Sep-2024,02-Jul-2025,Market Purchase,-,NSE,-
TRU,TruCap Finance Limited,7(2),Kishor Gangadas Mehta,03-Jul-2025 17:58,1185092,,0,0,0,0,Equity Shares,150000,546543,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185092_1476935_03072025055854_WEB.xml,Promoter Group,130000,0.11,4568479,Equity Shares,280000,0.24,27-Sep-2024,27-Sep-2024,02-Jul-2025,Market Purchase,-,NSE,-
PROZONER,Prozone Realty Limited,7(2),APAX TRUST,03-Jul-2025 16:52,1185090,,0,0,0,0,Equity Shares,2371,546539,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185090_1476883_03072025045236_WEB.xml,Promoter Group,Nil,0,59275,Equity Shares,2371,0,22-May-2025,22-May-2025,01-Jul-2025,Off Market,-,NA,-
PROZONER,Prozone Realty Limited,7(2),APAX TRUST,03-Jul-2025 16:52,1185090,,0,0,0,0,Equity Shares,43995788,546540,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185090_1476883_03072025045236_WEB.xml,Promoter Group,2371,0,1099894700,Equity Shares,43998159,28.83,27-Jun-2025,27-Jun-2025,01-Jul-2025,Off Market,-,NA,-
DPSCLTD,DPSC Limited,7(2),Aksara Commercial Private Limited,03-Jul-2025 16:42,1185089,,0,0,0,0,Equity Shares,100000,546538,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185089_1476877_03072025044228_WEB.xml,Promoter Group,61880714,6.36,1321692,Equity Shares,61780741,6.35,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Sale,-,NSE,-
LOKESHMACH,Lokesh Machines Limited,7(2),BOLLINENI KISHORE BABU,03-Jul-2025 16:14,1185085,,0,0,0,0,Equity Shares,121000,546534,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185085_1476852_03072025041400_WEB.xml,Promoters,1224209,6.2,29433250,Equity Shares,1345209,6.73,01-Jul-2025,01-Jul-2025,02-Jul-2025,Conversion of security,-,NA,-
NAUKRI,Info Edge (India) Limited,7(2),Kapil Chaudhary,03-Jul-2025 16:01,1185082,,0,0,0,0,Equity Shares,540,546531,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185082_1476836_03072025040116_WEB.xml,Employees/Designated Employees,540,0,798729,Equity Shares,Nil,0,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Sale,-,NSE,-
LOKESHMACH,Lokesh Machines Limited,7(2),MULLAPUDI LOKESWARA RAO,03-Jul-2025 15:55,1185080,,0,0,0,0,Equity Shares,122398,546529,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185080_1476830_03072025035510_WEB.xml,Promoters,955962,4.84,29773314,Equity Shares,1078360,5.39,01-Jul-2025,01-Jul-2025,02-Jul-2025,Conversion of security,-,NA,-
TEJASCARGO,Tejas Cargo India Limited,7(2),Manish Bindal,03-Jul-2025 15:32,1185076,,0,0,0,0,Equity Shares,11200,546526,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185076_1476819_03072025033211_WEB.xml,Promoters,8837806,36.99,2254354,Equity Shares,8849006,37.04,27-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
TEJASCARGO,Tejas Cargo India Limited,7(2),Manish Bindal,03-Jul-2025 15:32,1185076,,0,0,0,0,Equity Shares,4800,546527,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185076_1476819_03072025033211_WEB.xml,Promoters,8849006,37.04,969229,Equity Shares,8853806,37.06,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
PGEL,PG Electroplast Limited,7(2),PG Electroplast Limited Employees Welfare Trust,03-Jul-2025 15:02,1185074,,0,0,0,0,Equity Shares,94154,546523,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185074_1476798_03072025030249_WEB.xml,Other,253044,0.09,71141181,Equity Shares,158890,0.06,27-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NSE,-
RILINFRA,Rachana Infrastructure Limited,7(2),GIRISHKUMAR OCHCHHAVLAL RAVAL,03-Jul-2025 11:38,1185072,,0,0,0,0,Equity Shares,1000,546521,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185072_1476745_03072025113817_WEB.xml,Promoters,5893581,31.68,40850,Equity Shares,5894581,31.68,02-Jul-2025,02-Jul-2025,03-Jul-2025,Market Purchase,-,NSE,-
SHAH,Shah Metacorp Limited,7(2),Mona Viral Shah,02-Jul-2025 23:29,1185070,,0,0,0,0,Warrants,44000000,546519,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185070_1476689_02072025112925_WEB.xml,Director,Nil,0,207240000,Warrants,44000000,4.97,26-Jun-2025,28-Jun-2025,30-Jun-2025,Preferential Offer,-,NA,-
CENTUM,Centum Electronics Limited,7(2),Dinesh Nopani,02-Jul-2025 22:57,1185068,,0,0,0,0,Equity Shares,400,546517,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185068_1476679_02072025105706_WEB.xml,Employees/Designated Employees,7819,0.05,964400,Equity Shares,7419,0.05,17-Jun-2025,17-Jun-2025,02-Jul-2025,Market Sale,-,NSE,-
CENTUM,Centum Electronics Limited,7(2),Dinesh Nopani,02-Jul-2025 22:57,1185068,,0,0,0,0,Equity Shares,200,546516,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185068_1476679_02072025105706_WEB.xml,Employees/Designated Employees,7419,0.05,486200,Equity Shares,7219,0.05,18-Jun-2025,18-Jun-2025,02-Jul-2025,Market Sale,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),SHIKHA RAJESH AVASTHI,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,114707,546507,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoter Group,Nil,0,22867988,Equity Shares,114707,0.21,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),SHRIPAD PRALHAD ASHTEKAR,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,465000,546511,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoters,15252957,28.54,98970600,Equity Shares,15717957,29.41,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),SINGIPALYA RANGAIAH MANJUNATH,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,83225,546512,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoter Group,Nil,0,16634181,Equity Shares,83225,0.16,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),DIPANKAR CHATTERJEE,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,300758,546513,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoters,8129768,15.21,59983176,Equity Shares,8430526,15.77,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),AISHWARYA SHRIPAD ASHTEKAR,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,997271,546510,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoter Group,Nil,0,199583845,Equity Shares,997271,1.87,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),KEMPARAJU SINGEPALYA RANGAIAH,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,63895,546508,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoters,742116,1.39,12772611,Equity Shares,806011,1.51,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),AVANI SHRIPAD ASHTEKAR,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,24810,546509,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoter Group,Nil,0,4974653,Equity Shares,24810,0.05,30-Jun-2025,30-Jun-2025,02-Jul-2025,-,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),ANOUSHKA RAJESH AWASTHI,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,210532,546506,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoter Group,Nil,0,41988502,Equity Shares,210532,0.39,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
SIGNPOST,Signpost India Limited,7(2),RAJESH ARVIND AWASTHI,02-Jul-2025 20:35,1185066,,0,0,0,0,Equity Shares,49962,546505,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185066_1476656_02072025083534_WEB.xml,Promoters,1034886,1.94,9961923,Equity Shares,1084848,2.03,30-Jun-2025,30-Jun-2025,02-Jul-2025,Market Purchase,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),Japhia Walker,02-Jul-2025 20:09,1185065,,0,0,0,0,Equity Shares,7000,546503,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185065_1476642_02072025080925_WEB.xml,Employees/Designated Employees,74304,0.02,8365000,Equity Shares,67304,0.02,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),RONAK RAMESH SHETH,02-Jul-2025 20:09,1185065,,0,0,0,0,Equity Shares,5000,546504,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185065_1476642_02072025080925_WEB.xml,Employees/Designated Employees,92348,0.02,6010000,Equity Shares,87348,0.02,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
VIMTALABS,Vimta Labs Limited,7(2),Sudheshna Vungal,02-Jul-2025 19:33,1185063,,0,0,0,0,Equity Shares,100000,546500,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185063_1476616_02072025073313_WEB.xml,Promoter Group,201758,0.45,43820000,Equity Shares,301758,0.68,27-Jun-2025,27-Jun-2025,30-Jun-2025,Gift,-,NA,-
VIMTALABS,Vimta Labs Limited,7(2),Harriman Vungal,02-Jul-2025 19:33,1185063,,0,0,0,0,Equity Shares,450000,546497,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185063_1476616_02072025073313_WEB.xml,Promoters,3545636,7.97,197190000,Equity Shares,3095636,6.96,27-Jun-2025,27-Jun-2025,30-Jun-2025,Gift,-,NA,-
VIMTALABS,Vimta Labs Limited,7(2),Vungal Rajeswari,02-Jul-2025 19:33,1185063,,0,0,0,0,Equity Shares,250000,546498,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185063_1476616_02072025073313_WEB.xml,Promoter Group,161450,0.36,109550000,Equity Shares,411450,0.92,27-Jun-2025,27-Jun-2025,30-Jun-2025,Gift,-,NA,-
VIMTALABS,Vimta Labs Limited,7(2),Sireesh Chandra Vungal,02-Jul-2025 19:33,1185063,,0,0,0,0,Equity Shares,100000,546499,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185063_1476616_02072025073313_WEB.xml,Promoter Group,226110,0.5,43820000,Equity Shares,326110,0.73,27-Jun-2025,27-Jun-2025,30-Jun-2025,Gift,-,NA,-
OBCL,Orissa Bengal Carrier Limited,7(2),Rishi Kumar & Sons (HUF),02-Jul-2025 19:16,1185060,,0,0,0,0,Equity Shares,935000,546491,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185060_1476599_02072025071613_WEB.xml,Promoter Group,935480,4.44,51780300,Equity Shares,480,0,30-Jun-2025,30-Jun-2025,02-Jul-2025,Inter-se-Transfer,-,NA,-
OBCL,Orissa Bengal Carrier Limited,7(2),Ravi Agrawal,02-Jul-2025 19:16,1185060,,0,0,0,0,Equity Shares,935000,546492,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185060_1476599_02072025071613_WEB.xml,Promoters,8269300,39.22,51780300,Equity Shares,9204300,43.65,30-Jun-2025,30-Jun-2025,02-Jul-2025,Inter-se-Transfer,-,NA,-
FSL,Firstsource Solutions Limited,7(2),Firstsource Employee Benefit Trust,02-Jul-2025 19:12,1185059,,0,0,0,0,Equity Shares,274958,546488,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185059_1476593_02072025071205_WEB.xml,Other,6478376,0.93,2749580,Equity Shares,6203418,0.89,23-Jun-2025,23-Jun-2025,23-Jun-2025,Off Market,-,NA,-
POLYSIL,Polysil Irrigation Systems Limited,7(2),Asmitaben Patel,02-Jul-2025 19:10,1185057,,0,0,0,0,Warrants,1360000,546485,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185057_1476588_02072025071022_WEB.xml,Promoter Group,Nil,0,23868000,Warrants,1360000,2.36,03-Jun-2025,03-Jun-2025,02-Jul-2025,Preferential Offer,-,NA,-
POLYSIL,Polysil Irrigation Systems Limited,7(2),Het Savani,02-Jul-2025 19:10,1185057,,0,0,0,0,Warrants,1360000,546486,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185057_1476588_02072025071022_WEB.xml,Promoter Group,Nil,0,23868000,Warrants,1360000,2.36,03-Jun-2025,03-Jun-2025,02-Jul-2025,Preferential Offer,-,NA,-
POLYSIL,Polysil Irrigation Systems Limited,7(2),Bharatkumar Tulshibhai Patel,02-Jul-2025 19:10,1185057,,0,0,0,0,Equity Shares,2770000,546483,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185057_1476588_02072025071022_WEB.xml,Promoters,2866500,25.28,48613500,Equity Shares,5636500,25.05,03-Jun-2025,03-Jun-2025,02-Jul-2025,Preferential Offer,-,NA,-
POLYSIL,Polysil Irrigation Systems Limited,7(2),Bharatkumar Tulshibhai Patel,02-Jul-2025 19:10,1185057,,0,0,0,0,Warrants,11700000,546484,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185057_1476588_02072025071022_WEB.xml,Promoters,5636500,25.05,205335000,Warrants,17336500,30.1,03-Jun-2025,03-Jun-2025,02-Jul-2025,Preferential Offer,-,NA,-
DBREALTY,Valor Estate Limited,7(2),Avinash B Mane,02-Jul-2025 19:07,1185053,,0,0,0,0,Equity Shares,500,546477,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185053_1476584_02072025070728_WEB.xml,Employees/Designated Employees,7161,0,117244,Equity Shares,6661,0,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NSE,-
DBREALTY,Valor Estate Limited,7(2),Harish Joshi,02-Jul-2025 19:07,1185053,,0,0,0,0,Equity Shares,1950,546476,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185053_1476584_02072025070728_WEB.xml,Employees/Designated Employees,63900,0.01,452151,Equity Shares,61950,0.01,26-Jun-2025,26-Jun-2025,30-Jun-2025,Market Sale,-,BSE,-
DBREALTY,Valor Estate Limited,7(2),Satish Agarwal,02-Jul-2025 19:07,1185053,,0,0,0,0,Equity Shares,4800,546478,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185053_1476584_02072025070728_WEB.xml,Employees/Designated Employees,8300,0,836592,Equity Shares,8300,0,25-Jun-2025,25-Jun-2025,30-Jun-2025,Pledge Creation,-,NSE,-
FSL,Firstsource Solutions Limited,7(2),Firstsource Employee Benefit Trust,02-Jul-2025 19:04,1185052,,0,0,0,0,Equity Shares,12200,546475,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185052_1476580_02072025070450_WEB.xml,Other,6490576,0.93,4569388,Equity Shares,6478376,0.93,23-Jun-2025,23-Jun-2025,26-Jun-2025,Market Sale,-,NSE,-
ADVENZYMES,Advanced Enzyme Technologies Limited,7(2),Payal Akshay Kulkarni,02-Jul-2025 18:58,1185050,,0,0,0,0,Equity Shares,3300,546473,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185050_1476572_02072025065844_WEB.xml,Promoter Group,5500,0,1082645,Equity Shares,2200,0,26-Jun-2025,26-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
IGIL,International Gemmological Institute (India) Limited,7(2),Bhavik Chikani,02-Jul-2025 18:55,1185049,,0,0,0,0,Equity Shares,1880,546472,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185049_1476567_02072025065546_WEB.xml,Employees/Designated Employees,2765,0,1075017,Equity Shares,885,0,20-Dec-2024,19-Feb-2025,01-Jul-2025,Market Sale,-,NSE,-
IGIL,International Gemmological Institute (India) Limited,7(2),Bhavik Chikani,02-Jul-2025 18:55,1185049,,0,0,0,0,Equity Shares,2285,546471,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185049_1476567_02072025065546_WEB.xml,Employees/Designated Employees,480,0,1273497,Equity Shares,2765,0,20-Dec-2024,19-Feb-2025,01-Jul-2025,Market Purchase,-,NSE,-
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,02-Jul-2025 18:18,1185044,,0,0,0,0,Equity Shares,105,546464,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185044_1476528_02072025061829_WEB.xml,Other,28673,0.11,154560,Equity Shares,28568,0.11,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,02-Jul-2025 18:18,1185044,,0,0,0,0,Equity Shares,129,546463,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185044_1476528_02072025061829_WEB.xml,Other,28802,0.11,189888,Equity Shares,28673,0.11,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,02-Jul-2025 18:18,1185044,,0,0,0,0,Equity Shares,128,546462,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185044_1476528_02072025061829_WEB.xml,Other,28930,0.11,188416,Equity Shares,28802,0.11,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,02-Jul-2025 18:18,1185044,,0,0,0,0,Equity Shares,126,546461,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185044_1476528_02072025061829_WEB.xml,Other,29056,0.11,185472,Equity Shares,28930,0.11,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,02-Jul-2025 18:18,1185044,,0,0,0,0,Equity Shares,126,546460,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185044_1476528_02072025061829_WEB.xml,Other,29182,0.11,185472,Equity Shares,29056,0.11,30-Jun-2025,30-Jun-2025,01-Jul-2025,ESOP,-,NA,-
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,02-Jul-2025 18:18,1185044,,0,0,0,0,Equity Shares,126,546459,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185044_1476528_02072025061829_WEB.xml,Other,29308,0.12,185472,Equity Shares,29182,0.11,30-Jun-2025,30-Jun-2025,-,ESOP,-,NA,-
